File Name:,G:\PUM\DATA\MicroPEM_010318_160408raw.csv
Download Date:,01/03/2018
Total Download Time (s):,3.3

Device Serial #:,RTI321177N
Date/Time Hardware:,5/24/2016
Date/Time Software:,1/27/2017,v2.0.6236.20371
Participant ID#:,
Filter ID#:,S000000
Participant Weight (kg),NA
Inlet Aerosol Size:,PM2.5
Laser Cycling Variables:Delay - Sampling time - Off time,1,1,8
System Times,No cycling - Always On
Sensor,Slope,Offset,Log Interval,High Target (ref only),Low target (ref only)
Nephelometer,3.0000,87,10
Temperature,1.0000,53,30
Humidity,1.0000,-8,10
Inlet Pressure,4095.0000,0,30,1920,1408
Orifice Pressure,4095.0000,0,30,1920,1408
Flow,,,30,900,200,0.5
Accelerometer,,,30
Battery,,,60
Ventilation,NA,NA

Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation
Date,Time,μg/m³,μg/m³,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid

5/24/2016,21:55:20,11.651,11.651,,29.1,,,,,,,,,,,
5/24/2016,21:55:30,8.743,10.201,,28.9,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,21:55:40,11.673,11.673,22.1,28.4,,1.95,0.81,0.50,,,,,,,
5/24/2016,21:55:50,8.745,11.660,,28.8,,,,,,,,,,,
5/24/2016,21:56:00,14.589,14.589,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,21:56:10,8.743,10.200,22.1,28.9,4.3,1.96,0.82,0.50,,,,,,,
5/24/2016,21:56:20,14.575,16.032,,28.8,,,,,,,,,,,
5/24/2016,21:56:30,11.654,11.654,,29.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,21:56:40,11.639,11.639,22.2,29.5,,1.96,0.81,0.50,,,,,,,
5/24/2016,21:56:50,11.662,11.662,,28.7,,,,,,,,,,,
5/24/2016,21:57:00,8.739,11.651,,29.1,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,21:57:10,11.667,13.126,22.2,28.5,4.3,1.96,0.82,0.50,,,,,,,
5/24/2016,21:57:20,11.644,11.644,,29.4,,,,,,,,,,,
5/24/2016,21:57:30,11.656,11.656,,29.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,21:57:40,11.663,11.663,22.3,28.7,,1.96,0.81,0.50,,,,,,,
5/24/2016,21:57:50,11.653,11.653,,29.1,,,,,,,,,,,
5/24/2016,21:58:00,11.656,11.656,,29.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,21:58:10,8.755,10.214,22.1,28.3,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,21:58:20,8.757,10.216,,28.2,,,,,,,,,,,
5/24/2016,21:58:30,8.748,10.206,,28.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,21:58:40,8.751,10.210,22.1,28.5,,1.95,0.81,0.50,,,,,,,
5/24/2016,21:58:50,8.682,10.129,,31.7,,,,,,,,,,,
5/24/2016,21:59:00,8.744,10.202,,28.9,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,21:59:10,11.674,11.674,22.1,28.3,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,21:59:20,8.748,10.206,,28.7,,,,,,,,,,,
5/24/2016,21:59:30,11.679,11.679,,28.1,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,21:59:40,11.680,11.680,22.1,28.1,,1.96,0.81,0.50,,,,,,,
5/24/2016,21:59:50,11.673,11.673,,28.4,,,,,,,,,,,
5/24/2016,22:00:00,11.663,11.663,,28.7,4.3,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:00:10,11.670,11.670,22.2,28.4,4.3,1.95,0.80,0.50,,,,,,,
5/24/2016,22:00:20,8.758,10.218,,28.2,,,,,,,,,,,
5/24/2016,22:00:30,11.677,11.677,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:00:40,11.679,11.679,22.2,28.1,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:00:50,11.679,11.679,,28.1,,,,,,,,,,,
5/24/2016,22:01:00,11.681,11.681,,28.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:01:10,8.771,10.233,22.1,27.5,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:01:20,11.689,13.150,,27.7,,,,,,,,,,,
5/24/2016,22:01:30,8.764,10.225,,27.9,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:01:40,8.766,11.688,22.1,27.8,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:01:50,11.682,13.142,,28.0,,,,,,,,,,,
5/24/2016,22:02:00,11.692,13.153,,27.6,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:02:10,11.692,13.153,22.1,27.6,4.3,1.96,0.81,0.50,,,,,,,
5/24/2016,22:02:20,11.683,13.143,,28.0,,,,,,,,,,,
5/24/2016,22:02:30,11.693,13.154,,27.6,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:02:40,8.763,11.684,22.1,27.9,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:02:50,8.760,11.680,,28.1,,,,,,,,,,,
5/24/2016,22:03:00,8.764,10.225,,27.9,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:03:10,14.600,16.060,22.1,28.1,4.3,1.95,0.81,0.50,,,,,,,
5/24/2016,22:03:20,11.663,11.663,,28.7,,,,,,,,,,,
5/24/2016,22:03:30,8.735,10.190,,29.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:03:40,8.738,10.194,22.1,29.2,,1.95,0.80,0.50,,,,,,,
5/24/2016,22:03:50,8.738,10.194,,29.2,,,,,,,,,,,
5/24/2016,22:04:00,8.737,10.193,,29.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:04:10,11.669,13.128,22.1,28.5,4.2,1.97,0.81,0.50,,,,,,,
5/24/2016,22:04:20,8.749,10.207,,28.6,,,,,,,,,,,
5/24/2016,22:04:30,11.666,13.125,,28.6,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:04:40,11.655,11.655,22.2,29.0,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:04:50,8.748,11.664,,28.7,,,,,,,,,,,
5/24/2016,22:05:00,8.745,10.202,,28.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:05:10,8.754,10.213,22.3,28.4,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:05:20,8.749,10.207,,28.6,,,,,,,,,,,
5/24/2016,22:05:30,8.758,11.678,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:05:40,8.747,10.205,22.1,28.7,,1.96,0.80,0.50,,,,,,,
5/24/2016,22:05:50,11.659,11.659,,28.9,,,,,,,,,,,
5/24/2016,22:06:00,11.676,11.676,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:06:10,8.747,10.205,22.2,28.7,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:06:20,8.757,11.676,,28.2,,,,,,,,,,,
5/24/2016,22:06:30,11.678,11.678,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:06:40,11.658,11.658,22.2,28.9,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:06:50,8.758,10.218,,28.2,,,,,,,,,,,
5/24/2016,22:07:00,8.750,11.666,,28.6,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:07:10,11.739,13.206,22.2,25.7,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:07:20,8.764,10.225,,27.9,,,,,,,,,,,
5/24/2016,22:07:30,14.575,14.575,,28.8,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:07:40,11.659,11.659,22.2,28.9,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:07:50,8.747,11.662,,28.7,,,,,,,,,,,
5/24/2016,22:08:00,8.747,11.663,,28.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:08:10,11.666,13.125,22.1,28.6,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:08:20,8.751,10.210,,28.5,,,,,,,,,,,
5/24/2016,22:08:30,11.666,11.666,,28.6,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:08:40,11.673,11.673,22.2,28.4,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:08:50,8.755,10.214,,28.3,,,,,,,,,,,
5/24/2016,22:09:00,8.766,10.227,,27.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:09:10,11.677,11.677,22.1,28.2,4.1,1.96,0.82,0.50,,,,,,,
5/24/2016,22:09:20,8.759,10.219,,28.1,,,,,,,,,,,
5/24/2016,22:09:30,11.695,11.695,,27.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:09:40,8.764,10.225,22.2,27.9,,1.95,0.81,0.50,,,,,,,
5/24/2016,22:09:50,11.689,11.689,,27.7,,,,,,,,,,,
5/24/2016,22:10:00,8.771,11.695,,27.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:10:10,8.757,10.217,22.1,28.2,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:10:20,8.757,10.216,,28.2,,,,,,,,,,,
5/24/2016,22:10:30,8.761,10.221,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:10:40,8.762,10.222,22.1,28.0,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:10:50,8.764,11.686,,27.9,,,,,,,,,,,
5/24/2016,22:11:00,11.672,11.672,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:11:10,8.763,10.223,22.2,27.9,4.2,1.95,0.82,0.50,,,,,,,
5/24/2016,22:11:20,8.760,11.680,,28.1,,,,,,,,,,,
5/24/2016,22:11:30,8.767,10.228,,27.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:11:40,8.755,10.214,22.2,28.3,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:11:50,8.754,10.213,,28.4,,,,,,,,,,,
5/24/2016,22:12:00,8.767,10.228,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:12:10,8.761,10.221,22.2,28.0,4.2,1.95,0.81,0.50,,,,,,,
5/24/2016,22:12:20,11.674,13.133,,28.3,,,,,,,,,,,
5/24/2016,22:12:30,8.768,10.229,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:12:40,8.760,10.220,22.1,28.1,,1.95,0.82,0.50,,,,,,,
5/24/2016,22:12:50,8.767,10.228,,27.7,,,,,,,,,,,
5/24/2016,22:13:00,8.767,10.228,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:13:10,8.757,10.216,22.3,28.2,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:13:20,8.757,10.217,,28.2,,,,,,,,,,,
5/24/2016,22:13:30,8.762,10.222,,28.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:13:40,11.690,11.690,22.3,27.7,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:13:50,8.759,10.219,,28.1,,,,,,,,,,,
5/24/2016,22:14:00,11.688,11.688,,27.8,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:14:10,8.757,10.216,22.3,28.2,4.2,1.95,0.81,0.50,,,,,,,
5/24/2016,22:14:20,11.681,11.681,,28.0,,,,,,,,,,,
5/24/2016,22:14:30,8.764,10.225,,27.9,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:14:40,8.763,10.223,22.3,27.9,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:14:50,8.764,10.225,,27.9,,,,,,,,,,,
5/24/2016,22:15:00,11.685,13.145,,27.9,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:15:10,8.756,10.215,22.2,28.3,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:15:20,11.676,11.676,,28.2,,,,,,,,,,,
5/24/2016,22:15:30,11.675,14.593,,28.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:15:40,8.757,10.217,22.2,28.2,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:15:50,8.766,10.227,,27.8,,,,,,,,,,,
5/24/2016,22:16:00,11.674,11.674,,28.3,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:16:10,11.667,11.667,22.2,28.5,4.3,1.96,0.81,0.50,,,,,,,
5/24/2016,22:16:20,8.761,10.221,,28.0,,,,,,,,,,,
5/24/2016,22:16:30,17.536,18.998,,27.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:16:40,11.669,11.669,22.2,28.5,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:16:50,29.202,29.202,,28.0,,,,,,,,,,,
5/24/2016,22:17:00,11.675,13.134,,28.3,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:17:10,11.678,11.678,22.2,28.2,4.1,1.96,0.81,0.50,,,,,,,
5/24/2016,22:17:20,8.747,10.204,,28.7,,,,,,,,,,,
5/24/2016,22:17:30,11.668,11.668,,28.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:17:40,11.663,11.663,22.3,28.7,,1.95,0.82,0.50,,,,,,,
5/24/2016,22:17:50,8.744,11.659,,28.9,,,,,,,,,,,
5/24/2016,22:18:00,11.667,11.667,,28.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:18:10,8.747,10.205,22.3,28.7,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:18:20,11.680,11.680,,28.1,,,,,,,,,,,
5/24/2016,22:18:30,8.746,11.661,,28.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:18:40,8.742,10.199,22.2,29.0,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:18:50,8.751,10.209,,28.5,,,,,,,,,,,
5/24/2016,22:19:00,8.741,10.198,,29.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:19:10,11.668,13.127,22.3,28.5,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:19:20,8.747,10.204,,28.7,,,,,,,,,,,
5/24/2016,22:19:30,8.752,10.211,,28.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:19:40,11.670,11.670,22.2,28.4,,1.95,0.80,0.50,,,,,,,
5/24/2016,22:19:50,8.754,10.213,,28.4,,,,,,,,,,,
5/24/2016,22:20:00,11.667,11.667,,28.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:20:10,14.564,14.564,22.3,29.1,4.1,1.96,0.80,0.50,,,,,,,
5/24/2016,22:20:20,14.564,14.564,,29.1,,,,,,,,,,,
5/24/2016,22:20:30,8.720,10.173,,30.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:20:40,11.636,11.636,22.3,29.7,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:20:50,8.728,10.183,,29.6,,,,,,,,,,,
5/24/2016,22:21:00,8.728,10.183,,29.6,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:21:10,14.517,17.420,22.2,30.4,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:21:20,8.715,10.168,,30.2,,,,,,,,,,,
5/24/2016,22:21:30,8.714,10.166,,30.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:21:40,8.727,11.636,22.2,29.7,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:21:50,8.716,11.622,,30.2,,,,,,,,,,,
5/24/2016,22:22:00,11.653,11.653,,29.1,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:22:10,11.664,11.664,22.2,28.7,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:22:20,8.741,10.198,,29.0,,,,,,,,,,,
5/24/2016,22:22:30,11.643,13.098,,29.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:22:40,11.644,11.644,22.1,29.4,,1.96,0.80,0.50,,,,,,,
5/24/2016,22:22:50,8.748,10.206,,28.7,,,,,,,,,,,
5/24/2016,22:23:00,8.745,11.660,,28.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:23:10,8.757,11.677,22.2,28.2,4.1,1.95,0.80,0.50,,,,,,,
5/24/2016,22:23:20,11.662,13.120,,28.7,,,,,,,,,,,
5/24/2016,22:23:30,8.757,10.216,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:23:40,8.739,11.651,22.2,29.1,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:23:50,8.749,11.665,,28.6,,,,,,,,,,,
5/24/2016,22:24:00,11.669,11.669,,28.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:24:10,11.656,11.656,22.2,29.0,4.2,1.95,0.80,0.50,,,,,,,
5/24/2016,22:24:20,11.651,13.108,,29.1,,,,,,,,,,,
5/24/2016,22:24:30,8.737,10.193,,29.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:24:40,8.742,10.199,22.2,29.0,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:24:50,8.752,10.211,,28.5,,,,,,,,,,,
5/24/2016,22:25:00,8.761,11.681,,28.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:25:10,8.760,10.220,22.2,28.1,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:25:20,8.757,10.217,,28.2,,,,,,,,,,,
5/24/2016,22:25:30,8.764,10.224,,27.9,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:25:40,11.693,13.154,22.1,27.6,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:25:50,8.761,10.221,,28.0,,,,,,,,,,,
5/24/2016,22:26:00,11.682,11.682,,28.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:26:10,8.764,10.225,22.2,27.9,4.1,1.95,0.81,0.50,,,,,,,
5/24/2016,22:26:20,8.761,11.681,,28.0,,,,,,,,,,,
5/24/2016,22:26:30,11.677,11.677,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:26:40,11.660,11.660,22.3,28.8,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:26:50,8.756,10.215,,28.3,,,,,,,,,,,
5/24/2016,22:27:00,8.757,10.216,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:27:10,11.673,14.591,22.2,28.4,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:27:20,8.747,10.205,,28.7,,,,,,,,,,,
5/24/2016,22:27:30,11.662,11.662,,28.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:27:40,8.749,10.207,22.1,28.6,,1.95,0.81,0.50,,,,,,,
5/24/2016,22:27:50,8.745,10.202,,28.8,,,,,,,,,,,
5/24/2016,22:28:00,11.665,13.123,,28.6,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:28:10,8.745,11.660,22.2,28.8,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:28:20,8.745,10.202,,28.8,,,,,,,,,,,
5/24/2016,22:28:30,11.673,11.673,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:28:40,8.755,10.214,22.2,28.3,,1.96,0.80,0.50,,,,,,,
5/24/2016,22:28:50,8.752,10.211,,28.5,,,,,,,,,,,
5/24/2016,22:29:00,8.757,10.216,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:29:10,8.759,10.219,22.3,28.1,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:29:20,8.752,10.211,,28.5,,,,,,,,,,,
5/24/2016,22:29:30,11.684,13.144,,27.9,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:29:40,8.761,10.222,22.3,28.0,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:29:50,8.754,10.213,,28.4,,,,,,,,,,,
5/24/2016,22:30:00,8.760,10.220,,28.1,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:30:10,11.687,13.148,22.2,27.8,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:30:20,8.764,10.225,,27.9,,,,,,,,,,,
5/24/2016,22:30:30,8.748,10.206,,28.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:30:40,8.757,10.217,22.2,28.2,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:30:50,8.762,10.222,,28.0,,,,,,,,,,,
5/24/2016,22:31:00,11.673,11.673,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:31:10,11.675,11.675,22.2,28.3,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:31:20,11.674,11.674,,28.3,,,,,,,,,,,
5/24/2016,22:31:30,8.759,10.219,,28.1,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:31:40,8.754,11.673,22.2,28.4,,1.95,0.80,0.50,,,,,,,
5/24/2016,22:31:50,11.677,13.136,,28.2,,,,,,,,,,,
5/24/2016,22:32:00,8.751,10.209,,28.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:32:10,8.754,10.213,22.2,28.4,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:32:20,11.669,11.669,,28.5,,,,,,,,,,,
5/24/2016,22:32:30,11.683,11.683,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:32:40,8.755,10.214,22.3,28.3,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:32:50,8.754,10.213,,28.4,,,,,,,,,,,
5/24/2016,22:33:00,8.753,10.212,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:33:10,8.765,11.687,22.1,27.8,4.2,1.96,0.82,0.50,,,,,,,
5/24/2016,22:33:20,8.763,10.223,,27.9,,,,,,,,,,,
5/24/2016,22:33:30,8.757,10.216,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:33:40,8.770,10.231,22.2,27.6,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:33:50,8.761,10.222,,28.0,,,,,,,,,,,
5/24/2016,22:34:00,8.762,10.222,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:34:10,8.763,10.223,22.2,27.9,4.2,1.95,0.80,0.50,,,,,,,
5/24/2016,22:34:20,8.760,10.220,,28.1,,,,,,,,,,,
5/24/2016,22:34:30,8.753,11.670,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:34:40,14.605,16.065,22.2,27.9,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:34:50,8.696,10.146,,31.0,,,,,,,,,,,
5/24/2016,22:35:00,8.761,10.221,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:35:10,8.767,10.228,22.4,27.7,4.3,1.95,0.81,0.50,,,,,,,
5/24/2016,22:35:20,8.771,10.233,,27.5,,,,,,,,,,,
5/24/2016,22:35:30,8.757,10.217,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:35:40,8.760,10.220,22.3,28.1,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:35:50,8.754,10.213,,28.4,,,,,,,,,,,
5/24/2016,22:36:00,8.747,10.205,,28.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:36:10,8.751,11.668,22.3,28.5,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:36:20,8.756,10.215,,28.3,,,,,,,,,,,
5/24/2016,22:36:30,8.766,11.688,,27.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:36:40,8.758,10.218,22.4,28.2,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:36:50,11.680,13.140,,28.1,,,,,,,,,,,
5/24/2016,22:37:00,8.757,10.217,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:37:10,8.766,10.227,22.1,27.8,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:37:20,11.685,11.685,,27.9,,,,,,,,,,,
5/24/2016,22:37:30,11.687,13.148,,27.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:37:40,8.767,10.229,22.3,27.7,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:37:50,8.763,10.223,,27.9,,,,,,,,,,,
5/24/2016,22:38:00,11.687,11.687,,27.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:38:10,8.764,10.224,22.3,27.9,4.1,1.96,0.81,0.50,,,,,,,
5/24/2016,22:38:20,8.764,10.225,,27.9,,,,,,,,,,,
5/24/2016,22:38:30,11.672,11.672,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:38:40,8.759,10.219,22.2,28.1,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:38:50,8.767,10.229,,27.7,,,,,,,,,,,
5/24/2016,22:39:00,8.757,10.217,,28.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:39:10,14.607,14.607,22.3,27.9,4.1,1.96,0.80,0.50,,,,,,,
5/24/2016,22:39:20,8.757,10.217,,28.2,,,,,,,,,,,
5/24/2016,22:39:30,8.751,10.209,,28.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:39:40,11.685,11.685,22.2,27.9,,1.96,0.80,0.50,,,,,,,
5/24/2016,22:39:50,8.765,11.687,,27.8,,,,,,,,,,,
5/24/2016,22:40:00,8.757,10.217,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:40:10,8.696,10.146,22.4,31.0,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:40:20,11.667,13.126,,28.5,,,,,,,,,,,
5/24/2016,22:40:30,8.761,11.682,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:40:40,11.682,14.602,22.3,28.0,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:40:50,11.668,11.668,,28.5,,,,,,,,,,,
5/24/2016,22:41:00,11.669,13.128,,28.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:41:10,11.668,11.668,22.3,28.5,4.2,1.97,0.82,0.50,,,,,,,
5/24/2016,22:41:20,8.752,10.211,,28.5,,,,,,,,,,,
5/24/2016,22:41:30,8.761,11.681,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,22:41:40,11.672,13.130,22.3,28.4,,1.95,0.81,0.50,,,,,,,
5/24/2016,22:41:50,8.761,10.221,,28.0,,,,,,,,,,,
5/24/2016,22:42:00,8.754,10.213,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:42:10,11.664,11.664,22.3,28.7,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:42:20,8.760,11.680,,28.1,,,,,,,,,,,
5/24/2016,22:42:30,8.754,11.673,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:42:40,8.762,11.683,22.3,28.0,,1.96,0.81,0.50,,,,,,,
5/24/2016,22:42:50,8.747,10.204,,28.7,,,,,,,,,,,
5/24/2016,22:43:00,11.662,13.120,,28.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:43:10,11.662,11.662,22.3,28.7,4.2,1.96,0.81,0.50,,,,,,,
5/24/2016,22:43:20,8.743,10.201,,28.9,,,,,,,,,,,
5/24/2016,22:43:30,14.576,16.034,,28.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:43:40,8.760,10.220,22.3,28.1,,1.96,0.82,0.50,,,,,,,
5/24/2016,22:43:50,8.743,11.658,,28.9,,,,,,,,,,,
5/24/2016,22:44:00,8.749,11.665,,28.6,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,22:44:10,8.751,10.209,22.3,28.5,4.1,1.96,0.81,0.50,,,,,,,
